text,label
 ,0
  trimester bad kill,1
  completely delusional post,0
  good enjoy life sanity,-1
  die,1
  cant deal embarrassment embarrass die,1
  die garden tiny farm commune green,1
  period flow heavy felt sick cramping,1
  not suicidal but point dont mind tire,-1
  ba but thoughtful good nice,-1
  nim photographer base rio diversify portfolio,0
  die,1
  not mail guy unlike only,0
  hate life kiss,1
  student loan,0
  brutal son please die secondhand embarrassment,1
  band die die,1
  hate,1
  die loud,1
  love life hate happy not love alive die,-1
  die,1
  love lose sea sea good enjoy peter,-1
  die,1
  fit die,1
  feel anxious doubtful best life,-1
  house finish degree majority enjoy return queue,-1
  disturbance mode enjoy,-1
 ,0
  die dont die,1
  song die sick eat,1
  die,1
  wear glass think die eat week,1
  not suicidal honestly stubborn but thank kindness,-1
  die cute,1
  enjoy bean game,-1
  rode die roll exhaustion,1
  enjoy series but,-1
  thank enjoy witchy,-1
  agent kill,1
  die,1
  eat bell bed die toilet,1
  die fabulous,1
  live die,1
  sleep tomorrow but feel anxious,1
  repeat,0
  fail lonely die inside feel rot,1
  mood,0
  enjoy smart connect horror,-1
  die,1
  die,1
  sad die shi,1
  yeah tell but,-1
  die know good honestly,-1
  matter rabbit feel anxious ground fall,1
  die kiss slowly,1
  hate life,1
  hate life,1
  die,1
  defense shrine maiden redo healer stay super,-1
  die genuinely torture,1
  talk friend whisper,-1
  didnt pop people tweet please enjoy entertainment misunderstand,-1
  heart no but hate life,-1
  die,1
  die,1
  die deal way,1
  ever leave ill kill,1
  kill bye,1
  best zombie survival game massive community,-1
  die stop cry,1
  ago plan kill feel healthy wake sad,1
  not lie die hope,-1
  die,1
  die no,1
  die wait darling afraid love,-1
  enjoy flag ignore,-1
  die inside die grave,1
  trust no picnic offspring hate life,1
  die,1
 ,0
  not kill,-1
  partner test positive covid die,1
  literally place no beat,1
  dude suicidal,1
  enjoy,-1
  die,1
  hate life,1
  die,1
  die dramatic basketball,1
  watch series deal hurt fever,1
  score game,0
  summer boring die,1
  state die,1
  rank investigation roll twisted die,1
  lonely feel anxious cant live people but,1
  die,1
  team optimal ambition recruit grind hard,-1
  heat but early room printer die,1
  die hair cherry red but bit hate,1
  think not good dont jati,1
  die,1
 ,0
  enjoy sport thank,-1
  feel happy love head feel anxious,-1
  die smile,1
  toxic tell kill dude,1
  punishment love,-1
  ate watching die,1
  huge curl die,1
  not feel good dying,1
  reason die bad,1
  feel sorrow live entire life,1
  die,1
  die alone,1
  die,1
  live die dime,1
  panic attack train sister,1
  ate soup but doesnt matter spiritual plane hate life,1
  yesterday job interview concealer powder,0
  sexy god die,-1
  class feel anxious,1
  box career move slow,0
  work no eradicate,1
  drink caffeine everyday eventually hell suppose die,1
  kill die,1
  true die young pretty,-1
  sweep dead inside,1
  crew member tell big fear kill,1
  glad motivation everyday,-1
  die,1
  die articulate,1
  yew sick die,1
  hate life,1
  die strike lightning,1
  enjoy,-1
  die please,1
  balas late grateful die arm only dear,-1
  die group chat,1
  no body dont mind peace,1
  breathe motivation weekend,-1
  defend death god free,-1
  kill scissor,1
  peed hate life,1
  plenty time enjoy but dont equivocate,-1
  die,1
  die cute happen cute,-1
  die,1
  hate life,1
  dog adorable die,1
  criticism fascism advocate,1
  not life breakthrough great,1
  hate life die aint no,1
  sorry depress die,1
  please hate die,1
  no model late original march,0
  die depress,1
  dont enjoy lot but cant,1
  not enjoy healthy keto diet but carnivore work,1
  yeah die,1
  hate life,1
  die but hot,1
  die,1
  hate life,1
  die,1
  feel anxious people no no,0
  die thirst lyrical song,1
  die push partner level,1
  die,1
  good die,1
  dead inside watch team risp,1
  hate life hell,1
  quiz damn literally know but mark die,1
  vote documentation sense,0
  month alive not afford medical die slowly,-1
  band nice enjoy immensely,-1
  pain inside insecure dont waste,1
  fly driving die,1
  lonely feel anxious cant live people but,1
  die,1
  true,-1
  not confident low absolutely,1
  feel anxious smoothly close but,1
  die,1
  win china invade watch,-1
  post bye die happiness,1
  big mistake thinking pain,1
 ,0
 ,0
  accidentally meet joe die,1
  house mother joke only,-1
  die love,-1
  not doom scroll cute die,1
  die,1
  enjoy room complete silence phone watching,-1
  dead inside,1
  lonely feel anxious cant live people but,1
  miss cant text but love miss,1
  die lying arm,1
  farewell gorgeous hate life,-1
  no bring live hate life wake ago,1
  love but die,1
  only feel alive,-1
  die documentary dory story fascinate music revolutionary,1
  swear hate life wrong tire,1
  talk coin die,1
  die miserable,1
 ,0
  notice debt die,1
  die house dragon,1
  sick,1
  excruciate pain die,1
  hate life,1
  die funny,1
  die,1
  hate life awful,1
  hate life,1
  hate feel anxious love mental health interfere life,1
  fit die,1
  enjoy set background computer lab stock but only angry people,1
  fan die,1
  feel anxious stream tremble feel awkward but hope,-1
  buy album die,1
  post taste whip plead die,1
  bit but bunch,0
  good fashion family induce low esteem spice life gain confidence,-1
  hate life,1
  blet die die fight,1
  die muse,1
  not experience,0
  die please kill,1
  fair quieter topic enjoy verse,-1
  sue quote son die money,1
  finally,0
  dick pic die embarrass explain,1
  die men pretty big bit,1
  pick raffle steadily lose,1
  die laugh fake useless pathetic,1
  no morning misleading,0
  not suicidal murder war crime,-1
  not dramatic but pretty dying,1
  die,1
  buy skirt target tonight girl match shirt match dress die,1
  couple ill kill,1
  cant watch die,-1
  cooper die cant bath,1
  song die,1
  not but time alone public feel anxious feel,1
  come die,1
  restaurant people die,1
  buddy enjoy youve,-1
  die funny,1
  find hard hate life,1
  site month sell pair panty enjoy,-1
  cant mode die but set house hair,-1
  enjoy community tab corny suspicious food,-1
  die battle commence,1
  die laughter,1
  bi antihero movie enjoy venom,-1
  die,1
  project die amaze,1
  die,1
  cramp,1
  twitter user kill,1
  die alive,1
  tomorrow but enjoy life,-1
  die,1
  not big detractor but squad plainly,0
  personal testimony live point enjoy life farming,-1
  die,1
  die,1
  enjoy listen,-1
  job die,1
  crazy kill tweet,1
  summer not die,-1
  dont but die,-1
  die kill overdose cant hesitating,1
  time head,0
  speak,0
  low gun hard as blister die,1
  son bitch no dixie east coast only die,1
  die tonight death thanks song forever grateful,1
  intimate bad,1
  birth period bless die inside,1
  die,1
  die,1
  angry despise feeling hopeless feel negative gender,1
  bin conclusion not friendship,1
 ,0
  hate life,1
  driver die,1
  bad die,1
  honestly hate stay life easy,-1
  enjoy life,-1
  alive main reason die therapy fact live capitalistic,1
  leg smile die,1
  class tomorrow procrastination harm no dont,1
  marry build house settle grow,0
  marry kill,1
  enjoy beautiful,-1
  die nam alive,1
  honestly dont think not murderer overcome,0
  please die,1
  die debut,1
  unable protect beg,-1
  happy horny not suicidal,-1
  forgot straight cartoon not marvel,1
  personally enjoy leftist giant equally,-1
  cute nice color scheme enjoy,-1
  die die,1
  anxiety attack decorate decorate,1
  hate life,1
  die but,1
  die but selfish,1
  feel anxious para entrance exam ever baka,1
  die unbearable,1
  genuinely confused legit tonight trust fall die,1
  wing member die hash tag,1
  hate life die ever watch,1
  not die but live,-1
  die honestly,1
  die hate life,1
  fruity die,1
  ludicrous analysis scream reek low,1
  die well kind compensation,-1
  raw break engage hit rock,-1
  not suicidal,-1
  die,1
  enjoy,-1
  hate life headache,1
  uncommonly demand,1
  phone,0
  die laugh absolutely love,-1
  wer graphic blame low,1
  die boring but,1
  die,1
  die read,1
  monologue,0
  port enjoy,-1
  feel anxious phone,1
  kill,1
  foul die,1
  die good bourbon whiskey,1
  die hope die,1
  content entertain but flaw,-1
  love life feel free relationship not enjoy life,-1
  die,1
  band motivation vote,-1
  nice glad official merch die,-1
  thrice die,1
  die,1
  god die,1
  happy enjoy people privilege,-1
  not enjoy,1
  experience feel prepare war,1
  die but cant,1
  girl learn speak,0
  die,1
  satisfy bit knowledge,-1
  experience wedding tomorrow,0
  expose tourist wrong note die,1
  but low,1
  beta wealthy dont worry enjoy life not,-1
  lonely feel anxious cant live people but,1
  die,1
  amusement park bold,-1
  no not enjoy life jail,0
  die,1
  enjoy,-1
  die ascend,1
  truthfully feel anxious sad turn fandom positivity dont bring,-1
  experience catholic movie pas,0
  school finish,0
 ,0
  hate life but crazy not jordan,1
  die,1
  love god forever,-1
  finally approve ben family victor age,0
  gym session die warm,1
  die,1
  hoe wit low esteem talk bout love convince,-1
  not experience crash feel anxious not,-1
  die,1
  die best ever,-1
  fluffy die,1
  die but stand boba,1
  bring dont wrong enjoy,0
  enjoy thrill hunt,-1
  die hair bad,1
  hate life,1
  night feel anxious throw,1
  please suffer,1
  die,1
  hate life bump,1
  love simultaneously enjoy music best music ever,-1
  die love miss,1
  morning entire body die morning,1
  but feel hate life,1
  dickey united leader execute dickey,-1
  die,1
  die,1
  wake die,1
  cry hate life,1
  music but exact issue enjoy,-1
  million well regular job million enjoy,-1
  add not suicidal,-1
  life decide low esteem,1
  consume fine,-1
  hate life,1
  leave bag die hate,1
  not work fine die,-1
  resonate but rant,1
  die conversation,1
  die,1
  feel anxious not,1
  lose taste taste paper hate life wow,1
  life character adopt die,1
  not alive but meet feel,1
  ever book recommendation colleen,0
  stream stream hate life,1
  die,1
  die not but feel super,1
  totally fine elle follow rad enjoy,-1
  die,1
  die laugh,1
  hate life wear,1
  remember talk reason genuine laugh reason fell,-1
  die bed,1
  die dye hair feel,1
  talk die,1
  die,1
  hate life no meaning personality sequence chemical serve no purpose planet,1
  hate life,1
  die but dont die,-1
  die,1
  frost dying room,0
  hate hate hate hate hate hate hate life,1
  die know si lying,1
  sermon imagine,0
  clear music cake annoy enjoy,-1
  frankly feel sorrow poor woman touch bag,1
  steer wheel arrive please die play,1
  interact stranger enjoy normal,-1
  cant master separate feel,0
  play die,1
  bowel syndrome please kill die,1
  die,1
  point enjoy job integrity respect public,-1
  fine lie die inside,1
  love break episode enjoy think process,-1
  lord die,1
  die,1
  edit die,1
  die die die die,1
  hate life lord lord lord lord die,1
  tweet thanks enjoy,-1
  not suicidal homicidal,-1
  die,1
  die tour,1
  miss bad kill send body,1
  dozen mosquito night die,1
  please suffer hepatitis,1
  boil hot restless die,1
  pretty die,1
  hit snooze snooze alarm limit sleep lack focus snooze night,1
  hate life,1
  hide die,1
  concert die real girl,1
  send no kill,-1
  no privacy tie roe brett enjoy beer,-1
  die arm but slit throat,1
  read thread die,1
  die,1
  life worth body government support,-1
  point hate life,1
  hate life,1
  feel anxious concert,1
  not cancer,-1
  sick die,1
  not work swap leave,0
  cute die,1
  kill die,1
  but baby superman cape die cuteness overload,1
  die,1
  dreamt die,1
  feel cool tho hate life unhappy,1
  enjoy tweet amplify,-1
  sleep die but alarm set midnight case,1
  feel crush comment beautiful gorgeous nasty feel anxious,-1
  not sell stock but dead inside,1
  excited city but feel anxious emotional hope,-1
  feel suicide talk heart talk,1
  die,1
  die moment,1
  bin only sleep die,1
  die,1
  sorry loss enjoy best healing,-1
  stranger die care but mute,1
  struggle real stop make die,1
 ,0
  stranger kill,1
  die,1
  bever brother die everyday,1
  bin way trip lot good mental health way die,1
  spent min yell room die weird,1
  question dont share but personally,1
  evil hate life,1
  never sick pitching but,-1
  die,1
  hiatus regular streaming but die play monster rise,1
  die ever,1
  ever wipe butt accidentally,1
  no but die picture,-1
  stay stay die leave house,1
  hate life die,1
  only artist enjoy yesterday,-1
  kill,1
  not suicidal swear,-1
  dont die bar song die hill,1
  die worry health,1
  die,1
  never felt urge study author fictional book enjoy read,-1
  die die die,1
  die,1
  people live cat die cat stay couple,1
  die eat canton,1
  tire excite grey hear thunder lightning,-1
  dont care people enjoy life,1
  week die,1
  terminate relationship guy best friend sell,-1
